Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
MLX	6945	17q21.2	6945
PSMC3IP	29893	17q21.2	29893
FAM134C	162427	17q21.2	162427
TUBG1	7283	17q21.2	7283
TUBG2	27175	17q21.2	27175
CCR10	-5552	17q21.2	2826
CNTNAP1	8506	17q21.2	8506
PLEKHH3	79990	17q21.2	79990
EZH1	2145	17q21.2	2145
RAMP2	10266	17q21.31	10266
VPS25	84313	17q21.31	84313
WNK4	65266	17q21.31	65266
CNTD1	-5553	17q21.31	124817
COA3	28958	17q21.31	28958
BECN1	8678	17q21.31	8678
PSME3	10197	17q21.31	10197
AOC2	314	17q21.31	314
AOC3	8639	17q21.31	8639
AOC4P	-5554	17q21.31	90586
LINC00671	388387	17q21.31	388387
G6PC	-5555	17q21.31	2538
RNY4P2	-5556	17q21.31	6088
SNORA40|ENSG00000212149.1	-5557	17q21.31	SNORA40|ENSG00000212149.1
AARSD1	80755	17q21.31	80755
PTGES3L	100885848	17q21.31	100885848
RUNDC1	146923	17q21.31	146923
RPL27	6155	17q21.31	6155
IFI35	3430	17q21.31	3430
VAT1	10493	17q21.31	10493
RND2	8153	17q21.31	8153
BRCA1	672	17q21.31	672
NBR2	10230	17q21.31	10230
NBR1	4077	17q21.31	4077
ARL4D	379	17q21.31	379
LINC00854	-5558	17q21.31	100874261
LINC00910	-5559	17q21.31	100130581
TMEM106A	113277	17q21.31	113277
MIR2117	100313779	17q21.31	100313779
DHX8	1659	17q21.31	1659
ETV4	2118	17q21.31	2118
MEOX1	4222	17q21.31	4222
SOST	50964	17q21.31	50964
DUSP3	1845	17q21.31	1845
C17orf105	-5560	17q21.31	284067
MPP3	4356	17q21.31	4356
CD300LG	146894	17q21.31	146894
MPP2	4355	17q21.31	4355
FAM215A	23591	17q21.31	23591
PPY	5539	17q21.31	5539
PYY	5697	17q21.31	5697
NAGS	162417	17q21.31	162417
TMEM101	84336	17q21.31	84336
U3|ENSG00000221044.1	-5561	17q21.31	U3|ENSG00000221044.1
LSM12	124801	17q21.31	124801
G6PC3	92579	17q21.31	92579
HDAC5	10014	17q21.31	10014
C17orf53	78995	17q21.31	78995
ASB16	92591	17q21.31	92591
TMUB2	79089	17q21.31	79089
ATXN7L3	56970	17q21.31	56970
UBTF	7343	17q21.31	7343
SLC4A1	6521	17q21.31	6521
RN7SL507P	-5562	17q21.31	106479408
RUNDC3A	10900	17q21.31	10900
U3|ENSG00000221496.1	-5563	17q21.31	U3|ENSG00000221496.1
SLC25A39	51629	17q21.31	51629
GRN	2896	17q21.31	2896
FAM171A2	284069	17q21.31	284069
ITGA2B	3674	17q21.31	3674
GPATCH8	-5564	17q21.31	23131
RN7SL258P	-5565	17q21.31	106480373
FZD2	-5566	17q21.31	2535
C17orf104	284071	17q21.31	C17orf104
CCDC43	124808	17q21.31	124808
DBF4B	80174	17q21.31	80174
RN7SL819P	-5567	17q21.31	106481145
ADAM11	4185	17q21.31	4185
GJC1	10052	17q21.31	10052
HIGD1B	51751	17q21.31	51751
EFTUD2	9343	17q21.31	9343
RN7SL405P	-5568	17q21.31	106479373
CCDC103	-5569	17q21.31	388389
FAM187A	-5570	17q21.31	100528020
GFAP	2670	17q21.31	2670
KIF18B	146909	17q21.31	146909
C1QL1	10882	17q21.31	10882
DCAKD	79877	17q21.31	79877
NMT1	4836	17q21.31	4836
PLCD3	113026	17q21.31	113026
ACBD4	79777	17q21.31	79777
HEXIM1	10614	17q21.31	10614
HEXIM2	124790	17q21.31	124790
FMNL1	752	17q21.31	752
SPATA32	124783	17q21.31	124783
MAP3K14	-5571	17q21.31	9020
RNA5SP443	-5572	17q21.31	106481745
ARHGAP27	201176	17q21.31	201176
ARL17A	51326	17q21.31	51326
ARL17B	100506084	17q21.31	100506084
CRHR1	1394	17q21.31	1394
FAM215B	-5578	17q21.31	644297
KANSL1	284058	17q21.31	284058
LRRC37A2	474170	17q21.31	474170
LRRC37A4P	-5574	17q21.31	55073
LRRC37A	9884	17q21.31	9884
MAPT	4137	17q21.31	4137
NSF	4905	17q21.31	4905
PLEKHM1	9842	17q21.31	9842
RN7SL199P	-5577	17q21.31	106480693
RN7SL656P	-5576	17q21.31	106481760
RN7SL730P	-5573	17q21.31	RN7SL730P
RN7SL739P	-5575	17q21.31	RN7SL739P
SPPL2C	162540	17q21.31	162540
STH	246744	17q21.31	246744
WNT3	7473	17q21.31	7473
WNT9B	7484	17q21.32	7484
RNU6ATAC3P	-5579	17q21.32	100151686
GOSR2	9570	17q21.32	9570
MIR5089	100847067	17q21.32	100847067
LRRC37A17P	-5580	17q21.32	644397
RPRML	388394	17q21.32	388394
RN7SL270P	-5581	17q21.32	106480995
CDC27	996	17q21.32	996
MYL4	4635	17q21.32	4635
snoU13|ENSG00000252088.1	-5582	17q21.32	snoU13|ENSG00000252088.1
ITGB3	3690	17q21.32	3690
EFCAB13	124989	17q21.32	124989
MRPL45P2	-5584	17q21.32	653479
NPEPPS	9520	17q21.32	9520
KPNB1	-5585	17q21.32	3837
TBKBP1	9755	17q21.32	9755
TBX21	30009	17q21.32	30009
OSBPL7	114881	17q21.32	114881
MRPL10	124995	17q21.32	124995
LRRC46	90506	17q21.32	90506
SCRN2	90507	17q21.32	90507
SP6	80320	17q21.32	80320
SP2	6668	17q21.32	6668
PNPO	-5586	17q21.32	55163
PRR15L	79170	17q21.32	79170
CDK5RAP3	80279	17q21.32	80279
COPZ2	51226	17q21.32	51226
MIR152	-5587	17q21.32	406943
NFE2L1	4779	17q21.32	4779
CBX1	10951	17q21.32	10951
SNX11	29916	17q21.32	29916
SKAP1	8631	17q21.32	8631
MIR1203	-5588	17q21.32	100302211
U3|ENSG00000200538.1	-5589	17q21.32	U3|ENSG00000200538.1
HOXB1	-5590	17q21.32	3211
HOXB2	-5591	17q21.32	3212
HOXB3	-5592	17q21.32	3213
HOXB4	-5593	17q21.32	3214
MIR10A	406902	17q21.32	406902
HOXB5	3215	17q21.32	3215
HOXB6	3216	17q21.32	3216
HOXB7	3217	17q21.32	3217
HOXB8	3218	17q21.32	3218
HOXB9	3219	17q21.32	3219
MIR196A1	406972	17q21.32	406972
HOXB13	10481	17q21.32	10481
MIR3185	100422978	17q21.32	100422978
PRAC	84366	17q21.32	PRAC
TTLL6	284076	17q21.32	284076
RN7SL125P	-5594	17q21.32	106479267
CALCOCO2	10241	17q21.32	10241
SNORA68|ENSG00000212565.1	-5595	17q21.32	SNORA68|ENSG00000212565.1
ATP5G1	516	17q21.32	516
UBE2Z	65264	17q21.32	65264
SNF8	-5596	17q21.32	11267
snoU13|ENSG00000238804.1	-5597	17q21.32	snoU13|ENSG00000238804.1
GIP	2695	17q21.32	2695
IGF2BP1	10642	17q21.32	10642
B4GALNT2	124872	17q21.32	124872
GNGT2	2793	17q21.32	2793
ABI3	51225	17q21.32	51225
PHOSPHO1	162466	17q21.32	162466
ZNF652	-5598	17q21.32	22834
PHB	5245	17q21.33	5245
NGFR	4804	17q21.33	4804
NXPH3	-5599	17q21.33	11248
SPOP	8405	17q21.33	8405
SLC35B1	10237	17q21.33	10237
FAM117A	81558	17q21.33	81558
KAT7	11143	17q21.33	11143
TAC4	255061	17q21.33	255061
DLX4	1748	17q21.33	1748
DLX3	1747	17q21.33	1747
ITGA3	3675	17q21.33	3675
PDK2	5164	17q21.33	5164
SAMD14	201191	17q21.33	201191
PPP1R9B	84687	17q21.33	84687
SGCA	6442	17q21.33	6442
HILS1	-5600	17q21.33	373861
COL1A1	1277	17q21.33	1277
snoU13|ENSG00000239135.1	-5601	17q21.33	snoU13|ENSG00000239135.1
TMEM92	162461	17q21.33	162461
XYLT2	64132	17q21.33	64132
MRPL27	51264	17q21.33	51264
EME1	146956	17q21.33	146956
LRRC59	55379	17q21.33	55379
ACSF2	80221	17q21.33	80221
CHAD	1101	17q21.33	1101
RSAD1	55316	17q21.33	55316
MYCBPAP	84073	17q21.33	84073
EPN3	55040	17q21.33	55040
SPATA20	64847	17q21.33	64847
CACNA1G	8913	17q21.33	8913
ABCC3	8714	17q21.33	8714
ANKRD40	91369	17q21.33	91369
LUC7L3	51747	17q21.33	51747
LINC00483	55018	17q21.33	55018
WFIKKN2	124857	17q21.33	124857
TOB1	10140	17q21.33	10140
SPAG9	9043	17q21.33	9043
snoU13|ENSG00000238815.1	-5602	17q21.33	snoU13|ENSG00000238815.1
NME1	4830	17q21.33	4830
NME2	654364	17q21.33	4831
MBTD1	54799	17q21.33	54799
UTP18	51096	17q21.33	51096
RN7SL699P	-5603	17q21.33	RN7SL699P
CA10	56934	17q21.33	56934
snoZ178	-5604	17q22	snoZ178
C17orf112	100506650	17q22	100506650
KIF2B	84643	17q22	84643
RN7SKP14	-5605	17q22	106479101
TOM1L1	10040	17q22	10040
COX11	1353	17q22	1353
STXBP4	252983	17q22	252983
HLF	3131	17q22	3131
MMD	23531	17q22	23531
TMEM100	55273	17q22	55273
PCTP	58488	17q22	58488
ANKFN1	162282	17q22	162282
NOG	9241	17q22	9241
C17orf67	339210	17q22	339210
DGKE	8526	17q22	8526
TRIM25	7706	17q22	7706
MIR3614	100500827	17q22	100500827
COIL	8161	17q22	8161
SCPEP1	59342	17q22	59342
RNF126P1	-5606	17q22	376412
AKAP1	8165	17q22	8165
MSI2	124540	17q22	124540
RN7SL437P	-5607	17q22	RN7SL437P
RN7SL449P	-5608	17q22	106481045
RN7SKP94	-5609	17q22	106480365
MRPS23	-5610	17q22	51649
CUEDC1	404093	17q22	404093
VEZF1	-5611	17q22	7716
SRSF1	-5612	17q22	6426
DYNLL2	-5613	17q22	140735
OR4D1	26689	17q22	26689
OR4D2	124538	17q22	124538
EPX	8288	17q22	8288
MKS1	54903	17q22	54903
LPO	4025	17q22	4025
MPO	4353	17q22	4353
BZRAP1	9256	17q22	BZRAP1
MIR142	406934	17q22	406934
MIR4736	100616220	17q22	100616220
SUPT4H1	6827	17q22	6827
RNF43	54894	17q22	54894
HSF5	124535	17q22	124535
MTMR4	9110	17q22	9110
SEPT4	5414	17q22	5414
C17orf47	284083	17q22	284083
TEX14	56155	17q22	56155
U3|ENSG00000212195.1	-5614	17q22	U3|ENSG00000212195.1
RAD51C	5889	17q22	5889
PPM1E	-5615	17q22	22843
RN7SL716P	-5616	17q22	106479484
TRIM37	4591	17q22	4591
SKA2	348235	17q22	348235
MIR454	-5617	17q22	768216
MIR301A	-5618	17q22	407027
PRR11	-5619	17q22	55771
SMG8	55181	17q22	55181
GDPD1	284161	17q22	284161
YPEL2	388403	17q22	388403
MIR4729	-5620	17q22	100616204
DHX40	79665	17q23.1	79665
CLTC	1213	17q23.1	1213
PTRH2	51651	17q23.1	51651
VMP1	81671	17q23.1	81671
MIR21	406991	17q23.1	406991
TUBD1	51174	17q23.1	51174
RPS6KB1	6198	17q23.1	6198
RNFT1	51136	17q23.1	51136
HEATR6	63897	17q23.1	63897
MIR4737	100616210	17q23.1	100616210
CA4	762	17q23.1	762
USP32	-5621	17q23.1	84669
SCARNA20|ENSG00000252577.1	-5622	17q23.2	SCARNA20|ENSG00000252577.1
C17orf64	124773	17q23.2	124773
RPL12P38	-5623	17q23.2	645688
APPBP2	10513	17q23.2	10513
PPM1D	-5624	17q23.2	8493
BCAS3	54828	17q23.2	54828
RN7SL606P	-5625	17q23.2	106479443
RN7SL448P	-5626	17q23.2	106481843
snoU13|ENSG00000238799.1	-5627	17q23.2	snoU13|ENSG00000238799.1
TBX2	6909	17q23.2	6909
C17orf82	388407	17q23.2	388407
TBX4	9496	17q23.2	9496
NACA2	342538	17q23.2	342538
BRIP1	-5628	17q23.2	83990
INTS2	57508	17q23.2	57508
MED13	9969	17q23.2	9969
RN7SL800P	-5629	17q23.2	106479512
TBC1D3P2	-5630	17q23.2	440452
EFCAB3	146779	17q23.2	146779
METTL2A	339175	17q23.2	339175
TLK2	-5631	17q23.2	11011
MRC2	9902	17q23.2	9902
MARCH10	162333	17q23.2	162333
MIR633	693218	17q23.2	693218
TANC2	26115	17q23.2	26115
CYB561	1534	17q23.3	1534
ACE	1636	17q23.3	1636
KCNH6	81033	17q23.3	81033
DCAF7	10238	17q23.3	10238
TACO1	51204	17q23.3	51204
MAP3K3	4215	17q23.3	4215
LIMD2	80774	17q23.3	80774
STRADA	92335	17q23.3	92335
CCDC47	57003	17q23.3	57003
DDX42	11325	17q23.3	11325
FTSJ3	117246	17q23.3	117246
PSMC5	5705	17q23.3	5705
SMARCD2	6603	17q23.3	6603
RN7SL805P	-5633	17q23.3	RN7SL805P
TCAM1P	-5634	17q23.3	146771
CSH1	1442	17q23.3	1442
CSH2	1443	17q23.3	1443
CSHL1	1444	17q23.3	1444
GH2	2689	17q23.3	2689
GH1	2688	17q23.3	2688
CD79B	974	17q23.3	974
SCN4A	6329	17q23.3	6329
C17orf72	92340	17q23.3	C17orf72
ICAM2	3384	17q23.3	3384
ERN1	2081	17q23.3	2081
SNORA76|ENSG00000266402.2	-5635	17q23.3	SNORA76|ENSG00000266402.2
SNORD104	-5636	17q23.3	692227
TEX2	55852	17q23.3	55852
MILR1	284021	17q23.3	284021
POLG2	11232	17q23.3	11232
DDX5	1655	17q23.3	1655
MIR3064	-5637	17q23.3	100616387
MIR5047	-5638	17q23.3	100616408
CEP95	90799	17q23.3	90799
SMURF2	-5639	17q23.3	64750
PLEKHM1P	-5640	17q24.1	PLEKHM1P
RN7SL409P	-5641	17q24.1	RN7SL409P
LRRC37A3	374819	17q24.1	374819
RN7SL404P	-5642	17q24.1	106479372
SLC16A6P1	-5643	17q24.1	440459
AMZ2P1	201283	17q24.1	201283
GNA13	10672	17q24.1	10672
RGS9	8787	17q24.1	8787
AXIN2	8313	17q24.1	8313
CEP112	201134	17q24.1	201134
APOH	350	17q24.2	350
RNA5SP444	-5644	17q24.2	100873690
PRKCA	5578	17q24.2	5578
RN7SL735P	-5645	17q24.2	106480529
RNA5SP445	-5646	17q24.2	100873691
MIR634	-5647	17q24.2	693219
CACNG5	27091	17q24.2	27091
RNA5SP446	-5648	17q24.2	100873692
CACNG4	27092	17q24.2	27092
CACNG1	786	17q24.2	786
HELZ	9931	17q24.2	9931
RNA5SP447	-5649	17q24.2	100873693
SNORA8|ENSG00000207410.1	-5650	17q24.2	SNORA8|ENSG00000207410.1
PSMD12	-5651	17q24.2	5718
PITPNC1	26207	17q24.2	26207
snoU13|ENSG00000238612.1	-5652	17q24.2	snoU13|ENSG00000238612.1
RN7SL756P	-5653	17q24.2	106481128
MIR548D2	-5654	17q24.2	693131
NOL11	25926	17q24.2	25926
SNORA38B	-5655	17q24.2	100124536
BPTF	2186	17q24.2	2186
RN7SL622P	-5656	17q24.2	106481092
C17orf58	284018	17q24.2	284018
KPNA2	3838	17q24.2	3838
LINC00674	-5657	17q24.2	100499466
LRRC37A16P	-5658	17q24.2	651250
AMZ2	51321	17q24.2	51321
ARSG	-5659	17q24.2	22901
SLC16A6	9120	17q24.2	9120
PRKAR1A	5573	17q24.2	5573
WIPI1	55062	17q24.2	55062
MIR635	-5660	17q24.2	693220
FAM20A	-5661	17q24.2	54757
ABCA8	10351	17q24.2	10351
ABCA9	10350	17q24.2	10350
ABCA6	23460	17q24.2	23460
MIR4524B	100847008	17q24.2	100847008
ABCA10	10349	17q24.3	10349
ABCA5	23461	17q24.3	23461
SNORA40|ENSG00000252352.1	-5662	17q24.3	SNORA40|ENSG00000252352.1
MAP2K6	-5663	17q24.3	5608
KCNJ16	3773	17q24.3	3773
KCNJ2	3759	17q24.3	3759
SOX9	6662	17q24.3	6662
LINC00511	-5664	17q24.3	400619
SLC39A11	201266	17q24.3	201266
RN7SKP180	-5665	17q24.3	106480888
SCARNA24|ENSG00000252274.1	-5666	17q24.3	SCARNA24|ENSG00000252274.1
SSTR2	-5667	17q25.1	6752
COG1	9382	17q25.1	9382
FAM104A	84923	17q25.1	84923
C17orf80	55028	17q25.1	55028
CPSF4L	642843	17q25.1	642843
CDC42EP4	23580	17q25.1	23580
SDK2	54549	17q25.1	54549
LINC00469	-5668	17q25.1	283982
BTBD17	388419	17q25.1	388419
C17orf77	146723	17q25.1	146723
CD300A	11314	17q25.1	11314
CD300C	10871	17q25.1	10871
CD300E	342510	17q25.1	342510
CD300LB	124599	17q25.1	124599
CD300LD	-5671	17q25.1	100131439
CD300LF	146722	17q25.1	146722
DNAI2	64446	17q25.1	64446
GPR142	350383	17q25.1	350383
GPRC5C	-5670	17q25.1	55890
KIF19	124602	17q25.1	124602
RAB37	326624	17q25.1	326624
RNA5SP448	-5669	17q25.1	106479015
RPL38	6169	17q25.1	6169
TTYH2	94015	17q25.1	94015
MIR3615	-5672	17q25.1	100500847
SLC9A3R1	9368	17q25.1	9368
NAT9	26151	17q25.1	26151
TMEM104	54868	17q25.1	54868
GRIN2C	2905	17q25.1	2905
FDXR	2232	17q25.1	2232
FADS6	283985	17q25.1	283985
USH1G	124590	17q25.1	124590
OTOP2	92736	17q25.1	92736
OTOP3	347741	17q25.1	347741
HID1	283987	17q25.1	283987
CDR2L	30850	17q25.1	30850
ICT1	3396	17q25.1	ICT1
KCTD2	23510	17q25.1	23510
ATP5H	10476	17q25.1	10476
RN7SL573P	-5673	17q25.1	106481078
SLC16A5	9121	17q25.1	9121
ARMC7	79637	17q25.1	79637
HN1	51155	17q25.1	51155
NT5C	30833	17q25.1	30833
SUMO2	6613	17q25.1	6613
NUP85	79902	17q25.1	79902
GGA3	23163	17q25.1	23163
MRPS7	51081	17q25.1	51081
MIF4GD	57409	17q25.1	57409
SLC25A19	60386	17q25.1	60386
GRB2	2885	17q25.1	2885
MIR3678	100500841	17q25.1	100500841
KIAA0195	9772	17q25.1	KIAA0195
CASKIN2	57513	17q25.1	57513
TSEN54	283989	17q25.1	283989
LLGL2	3993	17q25.1	3993
MYO15B	-5674	17q25.1	80022
RECQL5	9400	17q25.1	9400
SMIM5	643008	17q25.1	643008
SMIM6	100130933	17q25.1	100130933
SAP30BP	29115	17q25.1	29115
ITGB4	3691	17q25.1	3691
GALK1	2584	17q25.1	2584
H3F3B	3021	17q25.1	3021
MIR4738	100616282	17q25.1	100616282
UNK	85451	17q25.1	85451
UNC13D	201294	17q25.1	201294
WBP2	23558	17q25.1	23558
TRIM47	91107	17q25.1	91107
TRIM65	201292	17q25.1	201292
MRPL38	64978	17q25.1	64978
FBF1	85302	17q25.1	85302
ACOX1	51	17q25.1	51
TEN1	100134934	17q25.1	100134934
CDK3	1018	17q25.1	1018
EVPL	2125	17q25.1	2125
SRP68	6730	17q25.1	6730
EXOC7	23265	17q25.1	23265
GALR2	8811	17q25.1	8811
ZACN	353174	17q25.1	353174
FOXJ1	2302	17q25.1	2302
RNF157	114804	17q25.1	114804
QRICH2	84074	17q25.1	84074
UBALD2	283991	17q25.1	283991
PRPSAP1	5635	17q25.1	5635
snoU13|ENSG00000238418.1	-5675	17q25.1	snoU13|ENSG00000238418.1
SPHK1	8877	17q25.1	8877
UBE2O	63893	17q25.1	63893
AANAT	15	17q25.1	15
RHBDF2	79651	17q25.1	79651
CYGB	114757	17q25.1	114757
PRCD	-5676	17q25.1	768206
SNHG16	-5677	17q25.1	100507246
SNORD1B	-5678	17q25.1	677849
ST6GALNAC2	10610	17q25.1	10610
ST6GALNAC1	55808	17q25.1	55808
MXRA7	439921	17q25.1	439921
JMJD6	23210	17q25.1	23210
METTL23	124512	17q25.1	124512
MFSD11	79157	17q25.1	79157
MIR636	-5679	17q25.1	693221
SRSF2	6427	17q25.1	6427
LINC00868	-5680	17q25.2	283994
MGAT5B	146664	17q25.2	146664
LINC00338	-5681	17q25.2	LINC00338
SEC14L1	6397	17q25.2	6397
SEPT9	10801	17q25.2	10801
MIR4316	100422851	17q25.3	100422851
FLJ45079	-5682	17q25.3	FLJ45079
TNRC6C	57690	17q25.3	57690
TMC6	11322	17q25.3	11322
TMC8	147138	17q25.3	147138
C17orf99	100141515	17q25.3	100141515
SYNGR2	9144	17q25.3	9144
TK1	7083	17q25.3	7083
AFMID	125061	17q25.3	125061
BIRC5	332	17q25.3	332
TMEM235	283999	17q25.3	283999
SOCS3	9021	17q25.3	9021
RN7SL236P	-5683	17q25.3	106480986
PGS1	9489	17q25.3	9489
SNORA30|ENSG00000200063.1	-5684	17q25.3	SNORA30|ENSG00000200063.1
DNAH17	8632	17q25.3	8632
RN7SL454P	-5685	17q25.3	106479388
CYTH1	9267	17q25.3	9267
USP36	57602	17q25.3	57602
TIMP2	7077	17q25.3	7077
DDC8	-5686	17q25.3	DDC8
LGALS3BP	3959	17q25.3	3959
CANT1	124583	17q25.3	124583
C1QTNF1	114897	17q25.3	114897
ENGASE	-5687	17q25.3	64772
RBFOX3	146713	17q25.3	146713
MIR4739	100616170	17q25.3	100616170
snoU13|ENSG00000239173.1	-5688	17q25.3	snoU13|ENSG00000239173.1
ENPP7	339221	17q25.3	339221
CBX2	84733	17q25.3	84733
CBX8	-5689	17q25.3	57332
CBX4	8535	17q25.3	8535
TBC1D16	125058	17q25.3	125058
CCDC40	55036	17q25.3	55036
GAA	2548	17q25.3	2548
EIF4A3	9775	17q25.3	9775
CARD14	79092	17q25.3	79092
SGSH	6448	17q25.3	6448
SLC26A11	284129	17q25.3	284129
RNF213	57674	17q25.3	57674
ENDOV	284131	17q25.3	284131
MIR4730	-5690	17q25.3	100616359
NPTX1	4884	17q25.3	4884
RPTOR	57521	17q25.3	57521
CHMP6	79643	17q25.3	79643
BAIAP2	10458	17q25.3	10458
AATK	9625	17q25.3	9625
MIR1250	-5692	17q25.3	100302229
MIR338	100422915	17q25.3	442906
MIR657	-5691	17q25.3	724027
AZI1	22994	17q25.3	AZI1
ENTHD2	146705	17q25.3	ENTHD2
C17orf89	284184	17q25.3	C17orf89
SLC38A10	124565	17q25.3	124565
LINC00482	-5693	17q25.3	284185
TMEM105	284186	17q25.3	284186
MIR4740	100616294	17q25.3	100616294
MIR3186	100422944	17q25.3	100422944
ACTG1	71	17q25.3	71
FSCN2	25794	17q25.3	25794
C17orf70	80233	17q25.3	C17orf70
NPLOC4	55666	17q25.3	55666
TSPAN10	83882	17q25.3	83882
PDE6G	5148	17q25.3	5148
OXLD1	339229	17q25.3	339229
CCDC137	339230	17q25.3	339230
ARL16	339231	17q25.3	339231
HGS	9146	17q25.3	9146
MRPL12	6182	17q25.3	6182
SLC25A10	-5694	17q25.3	1468
FAM195B	348262	17q25.3	FAM195B
GCGR	2642	17q25.3	2642
P4HB	5034	17q25.3	5034
PPP1R27	116729	17q25.3	116729
ARHGDIA	396	17q25.3	396
ALYREF	10189	17q25.3	10189
ANAPC11	51529	17q25.3	51529
NPB	256933	17q25.3	256933
PCYT2	-5695	17q25.3	5833
SIRT7	51547	17q25.3	51547
MAFG	4097	17q25.3	4097
MYADML2	255275	17q25.3	255275
PYCR1	5831	17q25.3	5831
NOTUM	147111	17q25.3	147111
ASPSCR1	79058	17q25.3	79058
STRA13	201254	17q25.3	201254
DCXR	51181	17q25.3	51181
LRRC45	201255	17q25.3	201255
RAC3	5881	17q25.3	5881
RFNG	5986	17q25.3	5986
GPS1	2873	17q25.3	2873
DUS1L	-5696	17q25.3	64118
FASN	2194	17q25.3	2194
CCDC57	284001	17q25.3	284001
CSNK1D	1453	17q25.3	1453
SLC16A3	9123	17q25.3	9123
snoU13|ENSG00000238947.1	-5697	17q25.3	snoU13|ENSG00000238947.1
CD7	924	17q25.3	924
SECTM1	6398	17q25.3	6398
TEX19	400629	17q25.3	400629
UTS2R	2837	17q25.3	2837
OGFOD3	79701	17q25.3	79701
HEXDC	284004	17q25.3	284004
C17orf62	79415	17q25.3	79415
NARF	26502	17q25.3	26502
FOXK2	3607	17q25.3	3607
snoU13|ENSG00000238403.1	-5698	17q25.3	snoU13|ENSG00000238403.1
WDR45B	56270	17q25.3	56270
RAB40B	-5699	17q25.3	10966
MIR4525	-5700	17q25.3	100616196
FN3KRP	79672	17q25.3	79672
FN3K	64122	17q25.3	64122
TBCD	6904	17q25.3	6904
ZNF750	79755	17q25.3	79755
B3GNTL1	146712	17q25.3	146712
METRNL	284207	17q25.3	284207
COLEC12	81035	18p11.32	81035
ROCK1P1	-5701	18p11.32	727758
THOC1	9984	18p11.32	9984
USP14	9097	18p11.32	9097
C18orf56	494514	18p11.32	C18orf56
CETN1	-5702	18p11.32	1068
CLUL1	27098	18p11.32	27098
ENOSF1	55556	18p11.32	55556
RN7SKP146	-5703	18p11.32	106479160
TYMS	7298	18p11.32	7298
YES1	7525	18p11.32	7525
ADCYAP1	116	18p11.32	116
LINC00470	-5704	18p11.32	56651
RN7SKP72	-5705	18p11.32	106481748
METTL4	64863	18p11.32	64863
CBX3P2	-5707	18p11.32	645158
NDC80	10403	18p11.32	10403
SMCHD1	23347	18p11.32	23347
snoU109|ENSG00000238575.1	-5706	18p11.32	snoU109|ENSG00000238575.1
snoU13|ENSG00000238425.1	-5708	18p11.32	snoU13|ENSG00000238425.1
EMILIN2	-5709	18p11.32	84034
LPIN2	9663	18p11.31	9663
SNORA70|ENSG00000252258.1	-5710	18p11.31	SNORA70|ENSG00000252258.1
MYOM1	8736	18p11.31	8736
MYL12A	10627	18p11.31	10627
MYL12B	103910	18p11.31	103910
TGIF1	7050	18p11.31	7050
snoU13|ENSG00000238863.1	-5711	18p11.31	snoU13|ENSG00000238863.1
DLGAP1	9229	18p11.31	9229
RN7SL39P	-5712	18p11.31	106479239
snoU13|ENSG00000238445.1	-5713	18p11.31	snoU13|ENSG00000238445.1
snoU13|ENSG00000238790.1	-5714	18p11.31	snoU13|ENSG00000238790.1
C18orf42	-5715	18p11.31	C18orf42
LINC00667	-5716	18p11.31	339290
LINC00526	-5717	18p11.31	147525
ZBTB14	7541	18p11.31	7541
EPB41L3	23136	18p11.31	23136
snR65|ENSG00000252576.1	-5718	18p11.31	snR65|ENSG00000252576.1
SNORD112|ENSG00000252572.1	-5719	18p11.31	SNORD112|ENSG00000252572.1
MIR3976	100616244	18p11.31	100616244
TMEM200C	-5720	18p11.31	645369
L3MBTL4	91133	18p11.31	91133
RN7SL282P	-5723	18p11.31	106480374
RN7SL723P	-5721	18p11.31	RN7SL723P
RPL6P27	-5722	18p11.31	645387
ARHGAP28	79822	18p11.31	79822
LINC00668	-5724	18p11.31	400643
LAMA1	284217	18p11.31	284217
RN7SL537P	-5725	18p11.31	RN7SL537P
LRRC30	339291	18p11.23	339291
SNORA48|ENSG00000212626.1	-5726	18p11.23	SNORA48|ENSG00000212626.1
PTPRM	5797	18p11.23	5797
U3|ENSG00000199856.1	-5727	18p11.23	U3|ENSG00000199856.1
RN7SL50P	-5728	18p11.23	106479243
RAB12	201475	18p11.22	201475
SOGA2	23255	18p11.22	SOGA2
NDUFV2	4729	18p11.22	4729
ANKRD12	23253	18p11.22	23253
snoU13|ENSG00000239087.1	-5729	18p11.22	snoU13|ENSG00000239087.1
TWSG1	57045	18p11.22	57045
RALBP1	10928	18p11.22	10928
PPP4R1	9989	18p11.22	9989
RAB31	11031	18p11.22	11031
RN7SL862P	-5730	18p11.22	106479535
RNA5SP449	-5731	18p11.22	100873694
TXNDC2	84203	18p11.22	84203
VAPA	9218	18p11.22	9218
RNA5SP450	-5732	18p11.22	100873695
snoU13|ENSG00000239031.1	-5733	18p11.22	snoU13|ENSG00000239031.1
APCDD1	-5734	18p11.22	147495
NAPG	8774	18p11.22	8774
PIEZO2	63895	18p11.22	63895
NPIPB1P	-5735	18p11.21	729602
GNAL	2774	18p11.21	2774
CHMP1B	57132	18p11.21	57132
MPPE1	65258	18p11.21	65258
IMPA2	3613	18p11.21	3613
ANKRD62	-5736	18p11.21	342850
CIDEA	-5737	18p11.21	1149
TUBB6	84617	18p11.21	84617
AFG3L2	10939	18p11.21	10939
SLMO1	10650	18p11.21	SLMO1
SPIRE1	56907	18p11.21	56907
